OrderID,OrderDate,CustomerID,CustomerName,Segment,Region,State,Category,Product,Quantity,UnitPrice,Sales,Profit
ORD-12505,2024-04-25,CUST-1047,Ananya Gupta,Consumer,South,Karnataka,Home & Kitchen,Lamp,6,6837.15,41022.9,6724.34
ORD-11598,2024-04-25,CUST-1396,Aarav Chopra,Consumer,North,Haryana,Clothing,Kurta,1,1868.36,1868.36,621.42
ORD-10307,2024-04-25,CUST-1278,Ishaan Rao,Consumer,West,Rajasthan,Sports,Football,2,1894.73,3789.46,820.8
ORD-10974,2024-04-26,CUST-1325,Krishna Kapoor,Small Business,North,Uttar Pradesh,Home & Kitchen,Cookware Set,6,2193.02,13158.12,2820.19
ORD-11877,2024-04-26,CUST-1247,Ishaan Rao,Consumer,South,Telangana,Electronics,Smartwatch,4,19122.44,76489.76,24117.27
ORD-12376,2024-04-26,CUST-1148,Ishita Mehta,Consumer,West,Gujarat,Clothing,Jeans,1,2802.07,2802.07,366.28
ORD-10140,2024-04-26,CUST-1145,Anika Sharma,Consumer,West,Goa,Clothing,Saree,7,2254.5,15781.5,4000.49
ORD-12400,2024-04-27,CUST-1065,Rohan Singh,Small Business,West,Maharashtra,Clothing,Jacket,1,3355.73,3355.73,670.83
ORD-11741,2024-04-27,CUST-1160,Anika Chopra,Consumer,South,Karnataka,Clothing,Kurta,3,591.59,1774.77,492.85
ORD-10172,2024-04-27,CUST-1195,Arjun Reddy,Consumer,West,Maharashtra,Clothing,Jeans,5,1472.22,7361.1,1854.73
ORD-12522,2024-04-27,CUST-1177,Kiara Pillai,Consumer,South,Kerala,Clothing,Jacket,4,3414.14,13656.56,2087.79
ORD-10842,2024-04-27,CUST-1251,Reyansh Mehta,Consumer,East,Bihar,Home & Kitchen,Cookware Set,2,4895.09,9790.18,3134.99
ORD-12652,2024-04-28,CUST-1063,Navya Gupta,Consumer,West,Rajasthan,Electronics,Smartphone,6,19938.17,119629.02,31471.96
ORD-11065,2024-04-28,CUST-1361,Myra Mehta,Consumer,North,Punjab,Clothing,T-Shirt,4,1744.55,6978.2,2426.17
ORD-11991,2024-04-28,CUST-1399,Anika Sharma,Consumer,South,Karnataka,Sports,Cricket Bat,7,529.16,3704.12,741.46
ORD-11352,2024-04-28,CUST-1150,Reyansh Sharma,Corporate,North,Delhi,Books,Biography,7,342.18,2395.26,687.75
ORD-12870,2024-04-28,CUST-1279,Saanvi Nair,Small Business,South,Tamil Nadu,Home & Kitchen,Lamp,4,2328.71,9314.84,3082.86
ORD-12554,2024-04-29,CUST-1064,Saanvi Iyer,Small Business,West,Rajasthan,Sports,Cricket Bat,7,2692.33,18846.31,4342.1
ORD-11884,2024-04-29,CUST-1312,Rohan Mehta,Consumer,North,Delhi,Clothing,Jacket,6,2746.99,16481.94,4101.71
ORD-10229,2024-04-30,CUST-1108,Rohan Bhatt,Consumer,South,Tamil Nadu,Electronics,Tablet,7,41580.36,291062.52,63757.69
ORD-12498,2024-05-01,CUST-1244,Ananya Reddy,Corporate,West,Goa,Home & Kitchen,Air Fryer,7,4478.8,31351.6,8051.87
ORD-10239,2024-05-01,CUST-1347,Anika Iyer,Small Business,South,Telangana,Electronics,Headphones,7,48562.94,339940.58,80770.79
ORD-12115,2024-05-01,CUST-1151,Sai Malhotra,Consumer,North,Delhi,Electronics,Smartwatch,2,13721.86,27443.72,7745.73
ORD-12992,2024-05-01,CUST-1073,Rohan Kapoor,Corporate,West,Maharashtra,Sports,Dumbbells,7,4399.29,30795.03,5817.96
ORD-11768,2024-05-02,CUST-1121,Vihaan Nair,Small Business,Central,Madhya Pradesh,Electronics,Laptop,2,36917.37,73834.74,10157.09
ORD-12003,2024-05-02,CUST-1353,Kiara Rao,Small Business,West,Goa,Home & Kitchen,Cookware Set,2,2127.77,4255.54,1406.77
ORD-10404,2024-05-02,CUST-1083,Ananya Patel,Small Business,East,Bihar,Clothing,Kurta,3,700.76,2102.28,655.38
ORD-10316,2024-05-02,CUST-1110,Sai Malhotra,Consumer,North,Haryana,Home & Kitchen,Lamp,6,3432.6,20595.6,4459.73
ORD-11144,2024-05-02,CUST-1320,Vihaan Mehta,Consumer,West,Goa,Home & Kitchen,Lamp,5,4784.94,23924.7,7995.27
ORD-10175,2024-05-03,CUST-1058,Anika Rao,Small Business,South,Kerala,Clothing,Jeans,7,495.91,3471.37,725.61
ORD-10962,2024-05-03,CUST-1136,Riya Verma,Consumer,South,Telangana,Electronics,Smartphone,7,27081.82,189572.74,62650.43
ORD-12071,2024-05-03,CUST-1087,Reyansh Reddy,Consumer,North,Haryana,Home & Kitchen,Cookware Set,2,1193.34,2386.68,811.82
ORD-11377,2024-05-04,CUST-1079,Kiara Chopra,Corporate,East,West Bengal,Electronics,Smartwatch,3,45341.04,136023.12,24222.71
ORD-10582,2024-05-04,CUST-1386,Rohan Joshi,Corporate,East,Odisha,Electronics,Smartwatch,2,17239.56,34479.12,11529.22
ORD-10800,2024-05-04,CUST-1218,Sai Verma,Consumer,West,Maharashtra,Home & Kitchen,Cookware Set,1,3325.14,3325.14,742.83
ORD-11392,2024-05-04,CUST-1106,Aadhya Kapoor,Consumer,West,Rajasthan,Sports,Dumbbells,4,4974.87,19899.48,6943.69
ORD-11090,2024-05-05,CUST-1227,Vihaan Kapoor,Consumer,West,Goa,Electronics,Smartwatch,6,27662.39,165974.34,42645.12
ORD-11016,2024-05-05,CUST-1390,Riya Pillai,Small Business,West,Goa,Sports,Football,5,1290.03,6450.15,1466.15
ORD-12339,2024-05-05,CUST-1207,Anika Verma,Corporate,East,Bihar,Electronics,Headphones,5,31797.91,158989.55,36586.62
ORD-11381,2024-05-05,CUST-1362,Aarav Rao,Small Business,Central,Madhya Pradesh,Clothing,Jeans,3,1021.14,3063.42,797.64
ORD-12401,2024-05-05,CUST-1200,Myra Verma,Small Business,East,West Bengal,Clothing,Kurta,2,1137.68,2275.36,631.72
ORD-12761,2024-05-05,CUST-1182,Reyansh Singh,Corporate,Central,Chhattisgarh,Books,Self-Help,3,218.89,656.67,104.31
ORD-10850,2024-05-06,CUST-1170,Ananya Rao,Consumer,North,Punjab,Clothing,Saree,3,1787.28,5361.84,1812.75
ORD-10931,2024-05-06,CUST-1310,Anika Mehta,Consumer,South,Kerala,Books,Textbook,4,520.35,2081.4,665.15
ORD-12701,2024-05-06,CUST-1200,Rohan Bhatt,Small Business,East,Bihar,Clothing,Saree,1,480.11,480.11,161.78
ORD-11353,2024-05-06,CUST-1285,Aarav Joshi,Corporate,West,Goa,Home & Kitchen,Air Fryer,6,3086.07,18516.42,5938.4
ORD-11927,2024-05-07,CUST-1229,Ishita Joshi,Corporate,East,Odisha,Sports,Cricket Bat,4,4417.3,17669.2,4776.49
ORD-12089,2024-05-08,CUST-1379,Vihaan Pillai,Consumer,South,Tamil Nadu,Home & Kitchen,Mixer Grinder,5,5343.13,26715.65,4690.42
ORD-12753,2024-05-08,CUST-1219,Ishita Nair,Small Business,East,Odisha,Electronics,Tablet,5,11762.51,58812.55,19601.08
ORD-10293,2024-05-08,CUST-1224,Diya Agarwal,Consumer,North,Delhi,Books,Self-Help,3,724.02,2172.06,681.38
ORD-12962,2024-05-08,CUST-1276,Rohan Singh,Small Business,South,Tamil Nadu,Home & Kitchen,Cookware Set,2,7193.43,14386.86,2712.98
ORD-12990,2024-05-08,CUST-1291,Vivaan Rao,Small Business,West,Maharashtra,Clothing,Jeans,5,2897.93,14489.65,1441.21
ORD-10152,2024-05-08,CUST-1365,Arjun Singh,Small Business,North,Uttar Pradesh,Sports,Dumbbells,6,4945.56,29673.36,6262.47
ORD-11425,2024-05-08,CUST-1098,Sai Bhatt,Consumer,North,Uttar Pradesh,Electronics,Smartphone,7,38254.91,267784.37,89786.6
ORD-11332,2024-05-09,CUST-1285,Aarav Sharma,Small Business,Central,Chhattisgarh,Books,Comics,5,578.45,2892.25,697.89
ORD-11017,2024-05-09,CUST-1210,Aditya Pillai,Corporate,East,Jharkhand,Electronics,Smartwatch,2,34434.42,68868.84,8985.06
ORD-10056,2024-05-09,CUST-1010,Arjun Pillai,Corporate,North,Haryana,Home & Kitchen,Bedsheet,6,3566.3,21397.8,2597.8
ORD-10011,2024-05-09,CUST-1279,Anika Patel,Consumer,East,Odisha,Sports,Dumbbells,5,4225.92,21129.6,3520.42
ORD-11680,2024-05-10,CUST-1132,Myra Sharma,Consumer,South,Tamil Nadu,Electronics,Headphones,7,3960.85,27725.95,5950.28
ORD-11363,2024-05-10,CUST-1390,Saanvi Joshi,Consumer,West,Maharashtra,Clothing,T-Shirt,2,3318.76,6637.52,1690.4
ORD-10053,2024-05-11,CUST-1152,Aarav Bose,Corporate,South,Tamil Nadu,Clothing,Jacket,1,1590.06,1590.06,177.39
ORD-11271,2024-05-11,CUST-1265,Navya Joshi,Consumer,North,Delhi,Electronics,Headphones,2,44082.29,88164.58,27360.81
ORD-10379,2024-05-11,CUST-1366,Krishna Bose,Small Business,West,Maharashtra,Home & Kitchen,Cookware Set,3,4054.9,12164.7,3329.33
ORD-12699,2024-05-11,CUST-1374,Ishita Reddy,Consumer,West,Maharashtra,Sports,Football,4,3085.83,12343.32,3819.21
ORD-10356,2024-05-11,CUST-1154,Saanvi Bose,Consumer,Central,Chhattisgarh,Home & Kitchen,Air Fryer,7,1244.61,8712.27,1312.7
ORD-12517,2024-05-12,CUST-1270,Reyansh Bose,Corporate,North,Delhi,Clothing,Jacket,2,885.13,1770.26,584.44
ORD-12662,2024-05-12,CUST-1081,Ishaan Verma,Corporate,West,Rajasthan,Clothing,Kurta,1,3440.12,3440.12,1098.6
ORD-12933,2024-05-12,CUST-1313,Anika Joshi,Corporate,North,Haryana,Clothing,T-Shirt,5,1401.7,7008.5,2091.93
ORD-12612,2024-05-12,CUST-1248,Ananya Pillai,Corporate,South,Kerala,Clothing,Kurta,3,1737.28,5211.84,1411.62
ORD-12953,2024-05-12,CUST-1241,Aarav Mehta,Consumer,West,Maharashtra,Electronics,Smartwatch,7,8698.86,60892.02,10277.87
ORD-12801,2024-05-12,CUST-1049,Rohan Bose,Small Business,West,Rajasthan,Clothing,Saree,5,2974.45,14872.25,3841.62
ORD-11022,2024-05-13,CUST-1082,Sai Kapoor,Consumer,West,Gujarat,Clothing,Jacket,3,836.3,2508.9,478.11
ORD-11408,2024-05-13,CUST-1136,Diya Sharma,Corporate,East,West Bengal,Electronics,Laptop,5,52167.75,260838.75,64336.04
ORD-11168,2024-05-13,CUST-1345,Diya Bose,Corporate,South,Tamil Nadu,Electronics,Smartwatch,2,49546.77,99093.54,22340.54
ORD-11843,2024-05-13,CUST-1117,Myra Rao,Corporate,North,Haryana,Books,Textbook,4,605.76,2423.04,614.34
ORD-12221,2024-05-13,CUST-1159,Riya Bhatt,Corporate,South,Kerala,Sports,Cricket Bat,3,2030.74,6092.22,1778.54
ORD-10195,2024-05-13,CUST-1312,Reyansh Pillai,Corporate,South,Telangana,Electronics,Smartphone,6,34883.0,209298.0,54921.18
ORD-11899,2024-05-14,CUST-1302,Arjun Pillai,Small Business,West,Maharashtra,Books,Textbook,6,723.32,4339.92,725.31
ORD-12641,2024-05-14,CUST-1189,Krishna Nair,Consumer,West,Maharashtra,Sports,Cricket Bat,6,1743.02,10458.12,1095.75
ORD-11957,2024-05-15,CUST-1205,Reyansh Iyer,Small Business,North,Punjab,Electronics,Headphones,5,40902.97,204514.85,33772.59
ORD-12291,2024-05-15,CUST-1366,Arjun Agarwal,Consumer,East,West Bengal,Electronics,Headphones,2,6589.26,13178.52,3899.11
ORD-12615,2024-05-15,CUST-1249,Navya Joshi,Consumer,South,Karnataka,Electronics,Headphones,5,9967.24,49836.2,10169.89
ORD-10501,2024-05-15,CUST-1008,Aadhya Menon,Consumer,East,Bihar,Books,Fiction Novel,6,845.25,5071.5,925.51
ORD-10918,2024-05-15,CUST-1063,Krishna Joshi,Consumer,North,Punjab,Electronics,Headphones,6,20016.9,120101.4,34852.6
ORD-10234,2024-05-16,CUST-1353,Kiara Mehta,Corporate,South,Tamil Nadu,Sports,Yoga Mat,3,3574.15,10722.45,2292.89
ORD-10649,2024-05-16,CUST-1309,Kiara Sharma,Corporate,West,Gujarat,Clothing,T-Shirt,6,921.52,5529.12,998.46
ORD-12968,2024-05-16,CUST-1099,Anika Reddy,Consumer,East,Bihar,Books,Biography,3,327.02,981.06,140.72
ORD-10059,2024-05-16,CUST-1293,Ishita Chopra,Consumer,North,Delhi,Electronics,Smartphone,2,28743.46,57486.92,18766.17
ORD-11923,2024-05-16,CUST-1015,Krishna Menon,Consumer,South,Karnataka,Clothing,Jeans,5,1953.04,9765.2,2810.92
ORD-12032,2024-05-17,CUST-1210,Ananya Kapoor,Corporate,North,Punjab,Home & Kitchen,Cookware Set,3,1420.01,4260.03,1121.57
ORD-10955,2024-05-17,CUST-1271,Vivaan Bose,Corporate,North,Punjab,Electronics,Smartphone,4,15477.34,61909.36,9593.19
ORD-12147,2024-05-18,CUST-1335,Diya Menon,Consumer,North,Punjab,Clothing,Saree,6,1281.26,7687.56,2525.68
ORD-12825,2024-05-18,CUST-1226,Riya Malhotra,Small Business,South,Tamil Nadu,Electronics,Smartwatch,3,14666.41,43999.23,5928.06
ORD-12377,2024-05-18,CUST-1041,Aarav Sharma,Corporate,South,Tamil Nadu,Electronics,Tablet,4,21188.44,84753.76,14400.95
ORD-10266,2024-05-18,CUST-1341,Krishna Patel,Corporate,East,Bihar,Books,Self-Help,2,215.66,431.32,83.25
ORD-11223,2024-05-18,CUST-1235,Rohan Bhatt,Corporate,West,Goa,Books,Self-Help,3,406.51,1219.53,191.13
ORD-11758,2024-05-18,CUST-1090,Krishna Pillai,Consumer,North,Haryana,Books,Biography,6,568.3,3409.8,656.15
ORD-11467,2024-05-18,CUST-1324,Riya Mehta,Corporate,Central,Chhattisgarh,Sports,Yoga Mat,6,2358.67,14152.02,1674.72
ORD-12756,2024-05-19,CUST-1360,Ishaan Singh,Corporate,East,Jharkhand,Home & Kitchen,Bedsheet,4,7201.65,28806.6,8689.15
ORD-11027,2024-05-19,CUST-1357,Navya Chopra,Corporate,South,Kerala,Books,Biography,1,210.33,210.33,31.02
ORD-10271,2024-05-19,CUST-1377,Vivaan Gupta,Consumer,Central,Madhya Pradesh,Electronics,Smartphone,5,26652.52,133262.6,21021.54
ORD-12902,2024-05-19,CUST-1392,Aarav Reddy,Consumer,South,Kerala,Sports,Football,1,4857.76,4857.76,1544.38
ORD-12791,2024-05-19,CUST-1310,Saanvi Nair,Small Business,East,West Bengal,Books,Textbook,1,540.97,540.97,142.55
ORD-12899,2024-05-19,CUST-1241,Kiara Bhatt,Small Business,North,Uttar Pradesh,Clothing,Kurta,2,2407.47,4814.94,1372.84
ORD-10645,2024-05-19,CUST-1240,Anika Malhotra,Consumer,East,Odisha,Clothing,Jeans,5,2033.92,10169.6,1246.03
ORD-12700,2024-05-19,CUST-1226,Diya Kumar,Consumer,North,Delhi,Electronics,Headphones,7,2187.88,15315.16,5168.24
ORD-10717,2024-05-20,CUST-1079,Navya Bhatt,Consumer,West,Goa,Electronics,Tablet,4,7364.12,29456.48,2540.32
ORD-11267,2024-05-20,CUST-1289,Navya Pillai,Corporate,North,Delhi,Clothing,Kurta,7,2120.01,14840.07,3225.64
ORD-10057,2024-05-20,CUST-1323,Diya Singh,Corporate,North,Punjab,Home & Kitchen,Bedsheet,5,1728.79,8643.95,1681.38
ORD-10758,2024-05-21,CUST-1160,Kiara Nair,Consumer,North,Uttar Pradesh,Sports,Yoga Mat,7,3508.43,24559.01,3346.35
ORD-11229,2024-05-22,CUST-1371,Reyansh Malhotra,Consumer,East,Bihar,Home & Kitchen,Mixer Grinder,4,7502.81,30011.24,8858.81
ORD-10887,2024-05-22,CUST-1184,Rohan Patel,Corporate,West,Goa,Clothing,Kurta,6,435.44,2612.64,540.42
ORD-11272,2024-05-22,CUST-1272,Myra Rao,Small Business,South,Karnataka,Books,Textbook,1,780.45,780.45,138.92
ORD-12358,2024-05-22,CUST-1002,Myra Chopra,Consumer,Central,Chhattisgarh,Books,Fiction Novel,6,708.04,4248.24,1286.02
ORD-10272,2024-05-22,CUST-1112,Arjun Patel,Consumer,Central,Chhattisgarh,Home & Kitchen,Mixer Grinder,3,5474.09,16422.27,3826.12
ORD-10157,2024-05-22,CUST-1038,Aadhya Singh,Corporate,North,Haryana,Books,Biography,1,830.4,830.4,192.09
ORD-11078,2024-05-22,CUST-1292,Diya Bose,Consumer,North,Delhi,Clothing,Saree,7,1985.68,13899.76,1590.82
ORD-10825,2024-05-22,CUST-1323,Ishita Mehta,Consumer,East,West Bengal,Clothing,T-Shirt,6,706.18,4237.08,768.78
ORD-12862,2024-05-23,CUST-1075,Aditya Bhatt,Corporate,North,Uttar Pradesh,Home & Kitchen,Bedsheet,2,834.91,1669.82,427.44
ORD-10426,2024-05-23,CUST-1133,Vivaan Agarwal,Consumer,West,Maharashtra,Clothing,T-Shirt,6,402.32,2413.92,246.35
ORD-11975,2024-05-23,CUST-1338,Riya Kapoor,Consumer,North,Punjab,Home & Kitchen,Mixer Grinder,3,2659.67,7979.01,2146.28
ORD-11974,2024-05-24,CUST-1039,Aadhya Chopra,Consumer,Central,Madhya Pradesh,Clothing,Kurta,7,2809.12,19663.84,1781.66
ORD-10942,2024-05-25,CUST-1388,Krishna Nair,Corporate,East,West Bengal,Clothing,Jacket,4,948.92,3795.68,1254.33
ORD-11095,2024-05-25,CUST-1296,Riya Malhotra,Small Business,South,Karnataka,Home & Kitchen,Cookware Set,7,3790.19,26531.33,4380.5
ORD-10481,2024-05-25,CUST-1270,Vivaan Patel,Consumer,Central,Chhattisgarh,Clothing,Saree,3,2562.09,7686.27,2118.22
ORD-11455,2024-05-26,CUST-1165,Ishita Iyer,Corporate,Central,Madhya Pradesh,Electronics,Headphones,4,9176.66,36706.64,12182.87
ORD-11465,2024-05-26,CUST-1021,Diya Mehta,Small Business,South,Telangana,Electronics,Tablet,7,47079.53,329556.71,98261.64
ORD-12470,2024-05-26,CUST-1273,Diya Verma,Corporate,East,Odisha,Sports,Football,3,1976.97,5930.91,901.17
ORD-10901,2024-05-26,CUST-1129,Navya Kapoor,Consumer,East,West Bengal,Electronics,Laptop,4,28283.36,113133.44,26821.76
ORD-10181,2024-05-26,CUST-1021,Myra Bhatt,Small Business,South,Kerala,Clothing,Saree,5,3103.35,15516.75,4675.9
ORD-11164,2024-05-27,CUST-1287,Krishna Joshi,Consumer,East,Bihar,Home & Kitchen,Mixer Grinder,2,3544.91,7089.82,2477.94
ORD-11140,2024-05-27,CUST-1121,Ishaan Gupta,Corporate,North,Punjab,Electronics,Smartphone,4,39100.4,156401.6,23189.0
ORD-12861,2024-05-27,CUST-1370,Anika Menon,Consumer,East,Jharkhand,Clothing,Saree,2,1810.16,3620.32,493.84
ORD-10267,2024-05-28,CUST-1183,Sai Menon,Corporate,Central,Madhya Pradesh,Electronics,Smartwatch,6,18795.79,112774.74,36819.98
ORD-12646,2024-05-28,CUST-1021,Aditya Agarwal,Consumer,North,Delhi,Sports,Running Shoes,4,3916.77,15667.08,3445.46
ORD-10132,2024-05-28,CUST-1010,Myra Verma,Corporate,North,Haryana,Sports,Running Shoes,2,2330.76,4661.52,925.96
ORD-12851,2024-05-28,CUST-1079,Rohan Gupta,Consumer,South,Tamil Nadu,Electronics,Headphones,6,24087.53,144525.18,37721.78
ORD-12911,2024-05-28,CUST-1348,Rohan Menon,Small Business,North,Delhi,Sports,Dumbbells,5,1249.26,6246.3,2167.81
ORD-12520,2024-05-29,CUST-1231,Vivaan Bhatt,Corporate,North,Uttar Pradesh,Books,Self-Help,7,837.03,5859.21,954.02
ORD-11588,2024-05-29,CUST-1205,Anika Pillai,Consumer,West,Goa,Electronics,Tablet,2,23284.18,46568.36,12134.82
ORD-12006,2024-05-29,CUST-1039,Diya Mehta,Small Business,East,Odisha,Sports,Dumbbells,5,3865.37,19326.85,3567.62
ORD-10225,2024-05-30,CUST-1289,Arjun Chopra,Consumer,North,Uttar Pradesh,Electronics,Smartphone,3,28348.02,85044.06,28651.56
ORD-11500,2024-05-30,CUST-1132,Rohan Reddy,Consumer,North,Uttar Pradesh,Books,Comics,3,557.93,1673.79,481.87
ORD-11205,2024-05-30,CUST-1203,Anika Bose,Corporate,South,Telangana,Home & Kitchen,Mixer Grinder,3,7679.09,23037.27,7003.05
ORD-12650,2024-05-30,CUST-1194,Reyansh Chopra,Small Business,East,West Bengal,Clothing,T-Shirt,2,3077.16,6154.32,2120.67
ORD-12784,2024-05-30,CUST-1012,Rohan Bhatt,Small Business,West,Rajasthan,Sports,Football,7,2751.58,19261.06,3975.98
ORD-11333,2024-05-31,CUST-1328,Ishita Agarwal,Consumer,North,Uttar Pradesh,Clothing,Saree,5,2726.53,13632.65,1126.43
ORD-12432,2024-05-31,CUST-1351,Navya Mehta,Consumer,East,Odisha,Clothing,Kurta,1,855.19,855.19,97.98
ORD-12536,2024-05-31,CUST-1176,Navya Chopra,Consumer,South,Tamil Nadu,Clothing,Jeans,3,730.19,2190.57,207.47
ORD-10504,2024-05-31,CUST-1243,Ananya Nair,Consumer,North,Delhi,Home & Kitchen,Cookware Set,3,5345.37,16036.11,2906.98
ORD-12751,2024-05-31,CUST-1171,Vihaan Joshi,Corporate,North,Punjab,Clothing,Saree,5,2765.95,13829.75,1354.87
ORD-12294,2024-05-31,CUST-1397,Ishita Chopra,Consumer,North,Delhi,Electronics,Smartwatch,7,52482.03,367374.21,128092.28
ORD-11525,2024-06-01,CUST-1039,Arjun Kapoor,Consumer,East,Jharkhand,Sports,Cricket Bat,5,3378.39,16891.95,1630.05
ORD-12686,2024-06-01,CUST-1080,Diya Reddy,Consumer,North,Delhi,Home & Kitchen,Air Fryer,3,719.63,2158.89,593.0
ORD-12002,2024-06-01,CUST-1178,Rohan Malhotra,Consumer,South,Telangana,Home & Kitchen,Mixer Grinder,3,983.88,2951.64,396.42
ORD-11487,2024-06-02,CUST-1006,Aadhya Sharma,Corporate,West,Rajasthan,Electronics,Headphones,2,57273.09,114546.18,20086.94
ORD-12157,2024-06-02,CUST-1329,Ananya Malhotra,Corporate,North,Delhi,Sports,Dumbbells,4,3734.55,14938.2,1292.72
ORD-12916,2024-06-02,CUST-1243,Diya Kapoor,Consumer,South,Karnataka,Electronics,Smartphone,4,59583.76,238335.04,61558.92
ORD-10149,2024-06-02,CUST-1380,Ishita Joshi,Corporate,South,Tamil Nadu,Books,Biography,1,564.39,564.39,97.52
ORD-11966,2024-06-03,CUST-1309,Kiara Menon,Consumer,South,Karnataka,Sports,Football,3,1081.05,3243.15,1108.8
ORD-11029,2024-06-03,CUST-1186,Vihaan Mehta,Corporate,South,Tamil Nadu,Sports,Yoga Mat,6,2336.82,14020.92,3993.75
ORD-11359,2024-06-03,CUST-1094,Riya Iyer,Consumer,West,Rajasthan,Electronics,Laptop,3,53346.29,160038.87,31529.61
ORD-12794,2024-06-04,CUST-1137,Vivaan Singh,Consumer,North,Delhi,Clothing,Saree,7,2322.57,16257.99,2900.53
ORD-10630,2024-06-04,CUST-1347,Diya Gupta,Small Business,East,West Bengal,Clothing,Kurta,1,1401.23,1401.23,393.6
ORD-10155,2024-06-04,CUST-1337,Ishaan Menon,Consumer,West,Gujarat,Home & Kitchen,Air Fryer,2,4871.65,9743.3,2999.08
ORD-12023,2024-06-05,CUST-1285,Navya Gupta,Corporate,North,Punjab,Clothing,T-Shirt,1,1968.8,1968.8,443.34
ORD-12816,2024-06-05,CUST-1329,Sai Agarwal,Consumer,East,Bihar,Clothing,Kurta,1,2154.28,2154.28,518.71
ORD-11651,2024-06-05,CUST-1352,Aarav Agarwal,Corporate,East,Bihar,Home & Kitchen,Cookware Set,7,6379.63,44657.41,11503.97
ORD-12877,2024-06-06,CUST-1067,Riya Chopra,Small Business,North,Delhi,Sports,Football,2,4061.99,8123.98,1220.86
ORD-12243,2024-06-06,CUST-1259,Riya Malhotra,Consumer,Central,Chhattisgarh,Home & Kitchen,Cookware Set,1,5326.56,5326.56,1463.23
ORD-11973,2024-06-06,CUST-1214,Myra Iyer,Consumer,North,Haryana,Clothing,Jacket,7,814.21,5699.47,1877.49
ORD-12710,2024-06-06,CUST-1307,Ishita Iyer,Corporate,North,Uttar Pradesh,Electronics,Smartphone,5,3154.2,15771.0,1850.19
ORD-12883,2024-06-07,CUST-1358,Vihaan Kapoor,Corporate,West,Gujarat,Home & Kitchen,Lamp,4,1311.6,5246.4,1776.17
ORD-11506,2024-06-07,CUST-1023,Sai Rao,Corporate,East,Odisha,Clothing,Jacket,5,1903.02,9515.1,1287.92
ORD-11431,2024-06-07,CUST-1152,Reyansh Joshi,Consumer,South,Telangana,Electronics,Laptop,7,31942.95,223600.65,23501.47
ORD-10693,2024-06-07,CUST-1192,Vihaan Nair,Consumer,North,Punjab,Clothing,Kurta,3,3102.57,9307.71,1630.32
ORD-10799,2024-06-08,CUST-1381,Myra Mehta,Small Business,North,Punjab,Home & Kitchen,Mixer Grinder,4,3354.87,13419.48,2058.96
ORD-11089,2024-06-08,CUST-1335,Vihaan Malhotra,Small Business,North,Punjab,Clothing,T-Shirt,6,2021.26,12127.56,2256.88
ORD-10296,2024-06-08,CUST-1351,Ishaan Mehta,Consumer,East,Odisha,Clothing,T-Shirt,1,486.34,486.34,61.84
ORD-10914,2024-06-08,CUST-1395,Navya Gupta,Small Business,North,Haryana,Electronics,Smartphone,3,55566.68,166700.04,52765.38
ORD-10196,2024-06-08,CUST-1194,Vihaan Nair,Consumer,West,Maharashtra,Home & Kitchen,Lamp,5,4182.17,20910.85,1999.45
ORD-12531,2024-06-08,CUST-1282,Vihaan Rao,Consumer,East,Bihar,Clothing,Jacket,7,2480.6,17364.2,4702.06
ORD-12275,2024-06-08,CUST-1382,Vivaan Patel,Small Business,East,Jharkhand,Clothing,Kurta,4,3481.99,13927.96,3176.42
ORD-12223,2024-06-08,CUST-1166,Aarav Verma,Consumer,South,Tamil Nadu,Electronics,Headphones,5,46379.5,231897.5,53538.68
ORD-11665,2024-06-09,CUST-1334,Myra Chopra,Consumer,North,Punjab,Books,Fiction Novel,6,315.96,1895.76,542.43
ORD-11958,2024-06-09,CUST-1244,Ishaan Sharma,Consumer,East,Bihar,Electronics,Tablet,5,48078.39,240391.95,51995.68
ORD-12897,2024-06-09,CUST-1222,Reyansh Singh,Consumer,East,West Bengal,Clothing,Kurta,6,556.18,3337.08,345.91
ORD-10968,2024-06-09,CUST-1393,Krishna Reddy,Corporate,Central,Chhattisgarh,Electronics,Laptop,4,59301.97,237207.88,41064.46
ORD-11295,2024-06-09,CUST-1050,Kiara Mehta,Corporate,East,Bihar,Electronics,Laptop,6,37471.57,224829.42,42127.38
ORD-10847,2024-06-10,CUST-1203,Vivaan Kumar,Consumer,South,Karnataka,Electronics,Smartphone,2,45565.68,91131.36,12048.78
ORD-10627,2024-06-10,CUST-1034,Saanvi Verma,Consumer,South,Telangana,Clothing,Jeans,3,510.4,1531.2,414.8
ORD-10089,2024-06-10,CUST-1026,Diya Kapoor,Corporate,North,Uttar Pradesh,Books,Comics,4,728.19,2912.76,831.52
ORD-12775,2024-06-10,CUST-1189,Anika Bhatt,Corporate,East,Jharkhand,Clothing,Jeans,6,1526.62,9159.72,1915.88
ORD-12468,2024-06-10,CUST-1308,Aadhya Rao,Consumer,West,Goa,Books,Self-Help,1,804.64,804.64,154.21
ORD-10687,2024-06-11,CUST-1275,Krishna Singh,Consumer,North,Haryana,Electronics,Smartwatch,7,21885.96,153201.72,29947.38
ORD-11182,2024-06-11,CUST-1254,Rohan Bhatt,Consumer,Central,Chhattisgarh,Clothing,Kurta,6,2957.78,17746.68,5954.42
